student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S00434,UAE,Germany,Munich,LMU Munich,Electrical Engineering,Social Sciences,2021,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.32,Study Permit,Blue Card,TOEFL,8.8
S00435,USA,Finland,Tampere,Tampere University,Civil Engineering,Computer Science,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,3.36,Student Visa,Blue Card,PTE,7.9
S00436,India,Canada,Vancouver,University of British Columbia,Finance,Medicine,2023,No,Scholarship,2024,Placed,Canada,McKinsey,145471,3.83,Schengen Student Visa,Blue Card,PTE,8.5
S00437,USA,UK,Cambridge,University of Cambridge,Computer Science,Natural Sciences,2021,Yes,Job Opportunities,2024,Placed,UK,Intel,135140,3.38,J1,PSW,TOEFL,6.2
S00438,India,Canada,Vancouver,Simon Fraser University,Economics,Business,2020,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,4,Student Visa,Work Permit,None,0
S00439,South Africa,Ireland,Cork,University College Cork,Electrical Engineering,Computer Science,2023,Yes,Higher Ranking,2025,Not Placed,N/A,N/A,0,3.47,F1,Post-Study Visa,None,0
S00440,Finland,UK,Cambridge,University of Cambridge,Political Science,Business,2023,No,Job Opportunities,2024,Not Placed,N/A,N/A,0,2.54,Study Permit,Work Permit,None,0
S00441,Canada,Germany,Heidelberg,Heidelberg University,Civil Engineering,Medicine,2023,No,Quality of Life,2026,Placed,Germany,Google,58542,3.82,Schengen Student Visa,OPT,PTE,6.2
S00442,UK,India,Delhi,IIT Delhi,Design,Natural Sciences,2022,No,Political Stability,2025,Not Placed,N/A,N/A,0,3.37,Tier 4,PSW,None,0
S00443,Russia,UK,Oxford,University of Oxford,Finance,Computer Science,2019,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.94,Tier 4,OPT,None,0
S00444,Ireland,UAE,Dubai,Heriot-Watt Dubai,Computer Science,Computer Science,2019,Yes,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.76,Study Permit,OPT,PTE,8.9
S00445,India,Russia,Moscow,Bauman Moscow State Technical University,Psychology,Natural Sciences,2022,Yes,Higher Ranking,2024,Placed,Russia,Tesla,73137,2.98,Study Permit,OPT,PTE,8
S00446,India,Germany,Munich,Technical University of Munich,Computer Science,Arts,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,3.06,Student Visa,Work Permit,IELTS,5.5
S00447,India,Finland,Joensuu,University of Eastern Finland,Economics,Social Sciences,2020,Yes,Higher Ranking,2021,Placed,Finland,McKinsey,64773,3.79,Tier 4,OPT,PTE,7.6
S00448,Ireland,UK,Manchester,University of Manchester,Design,Arts,2020,Yes,Higher Ranking,2023,Placed,UK,IBM,113634,3.92,F1,PSW,None,0
S00449,Canada,India,Mumbai,IIT Bombay,Data Science,Computer Science,2021,No,Higher Ranking,2023,Placed,India,Deloitte,43564,3.65,Tier 4,Post-Study Visa,PTE,8.3
S00450,Russia,South Africa,Cape Town,University of Cape Town,Electrical Engineering,Law,2019,Yes,Higher Ranking,2020,Placed,South Africa,Amazon,83741,3.23,Student Visa,OPT,TOEFL,6.6
S00451,USA,UAE,Dubai,Middlesex University Dubai,Business Administration,Social Sciences,2020,Yes,Job Opportunities,2023,Placed,UAE,Apple,84168,3.59,F1,Work Permit,IELTS,8.4
S00452,USA,Germany,Berlin,TU Berlin,Electrical Engineering,Engineering,2023,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,2.93,Tier 4,Post-Study Visa,PTE,7.5
S00453,Ireland,Finland,Turku,Ã…bo Akademi University,Economics,Business,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,2.58,J1,Post-Study Visa,None,0
S00454,South Africa,India,Bangalore,IISc Bangalore,Civil Engineering,Natural Sciences,2022,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.43,Tier 4,Post-Study Visa,IELTS,7.6
S00455,UK,South Africa,Grahamstown,Rhodes University,Business Administration,Law,2019,Yes,Scholarship,2022,Not Placed,N/A,N/A,0,2.54,Schengen Student Visa,Post-Study Visa,None,0
S00456,Canada,UAE,Dubai,Heriot-Watt Dubai,Mechanical Engineering,Law,2023,Yes,Scholarship,2026,Placed,UAE,Goldman Sachs,104854,3.44,Schengen Student Visa,Post-Study Visa,None,0
S00457,USA,South Africa,Grahamstown,Rhodes University,Design,Social Sciences,2020,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,3.97,F1,PSW,IELTS,5.4
S00458,India,Canada,Montreal,McGill University,Political Science,Natural Sciences,2023,No,Quality of Life,2026,Not Placed,N/A,N/A,0,3.19,Study Permit,PSW,PTE,8
S00459,UK,Finland,Turku,Ã…bo Akademi University,Computer Science,Arts,2019,Yes,Higher Ranking,2020,Not Placed,N/A,N/A,0,2.57,Student Visa,PSW,PTE,7
S00460,Canada,USA,Chicago,University of Chicago,Political Science,Natural Sciences,2020,No,Scholarship,2023,Placed,USA,Siemens,116914,3.34,Student Visa,Work Permit,IELTS,7.9
S00461,Russia,Germany,Aachen,RWTH Aachen,Electrical Engineering,Medicine,2019,No,Quality of Life,2022,Not Placed,N/A,N/A,0,3.7,Study Permit,Blue Card,Duolingo,5.2
S00462,Finland,Russia,Moscow,Higher School of Economics,Finance,Social Sciences,2020,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.2,Student Visa,Blue Card,Duolingo,5.9
S00463,UK,USA,Chicago,University of Chicago,Civil Engineering,Arts,2021,No,Higher Ranking,2022,Placed,USA,Apple,65076,3.14,Study Permit,Work Permit,TOEFL,6.7
S00464,UK,USA,San Francisco,UC Berkeley,Mechanical Engineering,Arts,2021,Yes,Scholarship,2022,Placed,USA,Google,89105,3.76,J1,OPT,PTE,8.4
S00465,Canada,South Africa,Johannesburg,University of the Witwatersrand,Business Administration,Law,2019,No,Scholarship,2022,Not Placed,N/A,N/A,0,3.71,J1,Work Permit,PTE,7
S00466,USA,UK,Oxford,University of Oxford,Design,Arts,2023,Yes,Quality of Life,2025,Not Placed,N/A,N/A,0,3.49,Tier 4,Blue Card,IELTS,7
S00467,Russia,Finland,Tampere,Tampere University,Economics,Business,2020,Yes,Job Opportunities,2023,Placed,Finland,Apple,100457,3.42,J1,PSW,None,0
S00468,UAE,Finland,Helsinki,University of Helsinki,Mechanical Engineering,Engineering,2020,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,2.7,Study Permit,Post-Study Visa,TOEFL,7.9
S00469,UK,USA,San Francisco,UC Berkeley,Data Science,Engineering,2023,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.63,Tier 4,OPT,PTE,8.5
S00470,Germany,India,Chennai,IIT Madras,Political Science,Arts,2022,No,Job Opportunities,2024,Placed,India,Google,59592,3.34,J1,Work Permit,PTE,8.5
S00471,Canada,UAE,Abu Dhabi,Zayed University,Computer Science,Arts,2020,No,Political Stability,2021,Placed,UAE,Siemens,36973,3.2,Study Permit,Blue Card,TOEFL,6.2
S00472,Ireland,Russia,Kazan,Kazan Federal University,Business Administration,Medicine,2019,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.74,F1,Blue Card,IELTS,6.3
S00473,Ireland,Germany,Munich,Technical University of Munich,Medicine,Engineering,2020,No,Political Stability,2023,Placed,Germany,Apple,109666,3.53,Study Permit,OPT,None,0
S00474,USA,South Africa,Stellenbosch,Stellenbosch University,Biotechnology,Computer Science,2023,No,Quality of Life,2026,Not Placed,N/A,N/A,0,3.52,F1,PSW,Duolingo,7.5
S00475,Ireland,Germany,Berlin,TU Berlin,Biotechnology,Business,2021,No,Political Stability,2023,Placed,Germany,Microsoft,87603,3.24,Tier 4,Work Permit,TOEFL,7.1
S00476,UK,USA,Boston,Harvard University,Finance,Engineering,2023,No,Higher Ranking,2026,Not Placed,N/A,N/A,0,3.69,J1,Post-Study Visa,TOEFL,6.5
S00477,USA,Finland,Joensuu,University of Eastern Finland,Political Science,Computer Science,2021,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.26,Tier 4,Work Permit,IELTS,7.5
S00478,USA,South Africa,Pretoria,University of Pretoria,Architecture,Computer Science,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,2.65,Study Permit,Blue Card,Duolingo,5.8
S00479,UK,India,Bangalore,IISc Bangalore,Finance,Social Sciences,2022,Yes,Higher Ranking,2023,Placed,India,Facebook,134643,3.84,Schengen Student Visa,Work Permit,IELTS,6.6
S00480,Germany,South Africa,Cape Town,University of Cape Town,Computer Science,Business,2023,Yes,Higher Ranking,2026,Not Placed,N/A,N/A,0,2.7,Tier 4,Post-Study Visa,IELTS,6.6
S00481,Russia,Ireland,Dublin,University College Dublin,Law,Law,2023,Yes,Political Stability,2025,Placed,Ireland,Amazon,33385,3.52,Tier 4,Blue Card,None,0
S00482,UK,UAE,Abu Dhabi,Zayed University,Medicine,Law,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.53,Study Permit,Blue Card,TOEFL,8.4
S00483,Canada,Ireland,Dublin,Dublin City University,Law,Engineering,2022,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.81,Study Permit,Work Permit,None,0
S00484,USA,India,Delhi,JNU Delhi,Mechanical Engineering,Natural Sciences,2020,No,Quality of Life,2022,Placed,India,Deloitte,67159,3.18,Schengen Student Visa,OPT,TOEFL,5.4
S00485,USA,Finland,Tampere,Tampere University,Computer Science,Arts,2023,No,Scholarship,2026,Placed,Finland,Deloitte,115038,3.45,Study Permit,Post-Study Visa,None,0
S00486,Germany,Ireland,Maynooth,Maynooth University,Architecture,Law,2019,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.23,Schengen Student Visa,Work Permit,PTE,6.9
S00487,Finland,UK,Cambridge,University of Cambridge,Design,Law,2022,No,Job Opportunities,2025,Placed,UK,Siemens,70607,3.07,Tier 4,Post-Study Visa,Duolingo,6.5
S00488,USA,Ireland,Dublin,Technological University Dublin,Civil Engineering,Business,2022,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,2.81,Student Visa,Post-Study Visa,None,0
S00489,India,Germany,Berlin,TU Berlin,Data Science,Law,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.28,Tier 4,Work Permit,PTE,5.7
S00490,India,USA,New York,Columbia University,Medicine,Computer Science,2023,No,Job Opportunities,2026,Placed,USA,SAP,143255,2.65,J1,Post-Study Visa,IELTS,5.5
S00491,Russia,Canada,Montreal,McGill University,Law,Engineering,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.78,Student Visa,Blue Card,TOEFL,7
S00492,South Africa,USA,New York,NYU,Design,Natural Sciences,2019,No,Scholarship,2021,Placed,USA,Facebook,68584,3.11,Student Visa,OPT,TOEFL,7.8
S00493,Germany,UK,London,Imperial College London,Design,Social Sciences,2022,Yes,Scholarship,2024,Placed,UK,Tesla,145208,3.69,Study Permit,Blue Card,PTE,6.8
S00494,Ireland,Russia,Saint Petersburg,Saint Petersburg State University,Electrical Engineering,Arts,2022,No,Higher Ranking,2023,Placed,Russia,Amazon,59275,2.52,F1,Blue Card,PTE,5.2
S00495,India,South Africa,Stellenbosch,Stellenbosch University,Electrical Engineering,Medicine,2019,No,Political Stability,2022,Placed,South Africa,Siemens,66128,2.84,F1,Work Permit,IELTS,7
S00496,Germany,South Africa,Johannesburg,University of Johannesburg,Computer Science,Law,2023,Yes,Job Opportunities,2026,Placed,South Africa,SAP,37124,2.87,Study Permit,PSW,TOEFL,5.6
S00497,Russia,Ireland,Dublin,Dublin City University,Architecture,Law,2022,Yes,Political Stability,2023,Placed,Ireland,Amazon,107766,3.67,Study Permit,OPT,IELTS,5.4
S00498,Russia,UAE,Dubai,Heriot-Watt Dubai,Civil Engineering,Medicine,2023,No,Political Stability,2026,Placed,UAE,Deloitte,60159,3.7,F1,OPT,PTE,9
S00499,Ireland,USA,San Francisco,UC Berkeley,Economics,Engineering,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.01,Study Permit,PSW,IELTS,7.2
S00500,Ireland,Russia,Novosibirsk,Novosibirsk State University,Medicine,Medicine,2021,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.52,Student Visa,PSW,PTE,6.5
S00501,South Africa,UAE,Abu Dhabi,Khalifa University,Political Science,Law,2023,No,Scholarship,2024,Not Placed,N/A,N/A,0,3.05,F1,PSW,PTE,8.7
S00502,USA,Russia,Moscow,Higher School of Economics,Economics,Business,2021,No,Scholarship,2023,Placed,Russia,Tesla,135310,3.46,Study Permit,OPT,TOEFL,7.9
S00503,UAE,Germany,Aachen,RWTH Aachen,Data Science,Medicine,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.91,J1,Post-Study Visa,TOEFL,6.8
S00504,Finland,Germany,Berlin,TU Berlin,Political Science,Social Sciences,2019,No,Higher Ranking,2020,Not Placed,N/A,N/A,0,3.97,J1,Post-Study Visa,IELTS,6.2
S00505,Germany,Finland,Turku,Ã…bo Akademi University,Law,Computer Science,2020,No,Quality of Life,2022,Placed,Finland,Siemens,66546,2.78,J1,Work Permit,Duolingo,9
S00506,India,USA,New York,NYU,Psychology,Computer Science,2023,Yes,Job Opportunities,2026,Placed,USA,Microsoft,115078,3.52,J1,Work Permit,None,0
S00507,UK,South Africa,Durban,University of KwaZulu-Natal,Data Science,Social Sciences,2023,Yes,Higher Ranking,2026,Not Placed,N/A,N/A,0,3.92,Study Permit,Work Permit,TOEFL,7.7
S00508,Ireland,India,Bangalore,IISc Bangalore,Electrical Engineering,Computer Science,2021,Yes,Quality of Life,2024,Placed,India,Microsoft,78417,2.59,Tier 4,Post-Study Visa,TOEFL,6.7
S00509,Canada,UK,Oxford,University of Oxford,Mechanical Engineering,Social Sciences,2022,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.93,J1,Post-Study Visa,None,0
S00510,Ireland,UK,London,Imperial College London,Medicine,Medicine,2022,Yes,Quality of Life,2024,Placed,UK,SAP,139334,2.74,Tier 4,Work Permit,TOEFL,6.6
S00511,Finland,UAE,Dubai,Heriot-Watt Dubai,Law,Computer Science,2020,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.73,Student Visa,Post-Study Visa,TOEFL,6.6
S00512,South Africa,Ireland,Maynooth,Maynooth University,Finance,Engineering,2023,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.07,Study Permit,Blue Card,PTE,7.1
S00513,UAE,Russia,Kazan,Kazan Federal University,Civil Engineering,Engineering,2023,Yes,Political Stability,2024,Placed,Russia,Microsoft,131188,3.42,Tier 4,Blue Card,PTE,7.2
S00514,Russia,USA,New York,Columbia University,Civil Engineering,Social Sciences,2021,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.84,Study Permit,Work Permit,None,0
S00515,South Africa,Ireland,Dublin,Dublin City University,Mechanical Engineering,Engineering,2020,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,2.89,F1,Post-Study Visa,TOEFL,6.5
S00516,Finland,Germany,Heidelberg,Heidelberg University,Biotechnology,Law,2019,Yes,Higher Ranking,2022,Not Placed,N/A,N/A,0,2.63,Schengen Student Visa,Work Permit,PTE,6.5
S00517,UK,UAE,Dubai,Heriot-Watt Dubai,Law,Business,2021,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.99,Schengen Student Visa,OPT,IELTS,8.2
S00518,South Africa,UAE,Abu Dhabi,Khalifa University,Biotechnology,Social Sciences,2020,Yes,Job Opportunities,2022,Placed,UAE,Deloitte,58478,3.78,J1,PSW,IELTS,8.7
S00519,Canada,India,Delhi,Delhi University,Computer Science,Business,2022,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,3.24,J1,PSW,IELTS,6.2
S00520,Ireland,UAE,Dubai,Middlesex University Dubai,Political Science,Medicine,2020,Yes,Job Opportunities,2022,Placed,UAE,Amazon,68788,3.79,Student Visa,Post-Study Visa,Duolingo,6.4
S00521,South Africa,Finland,Lappeenranta,LUT University,Finance,Arts,2022,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.7,Study Permit,OPT,Duolingo,5.3
S00522,Russia,UAE,Dubai,Manipal Academy Dubai,Computer Science,Social Sciences,2022,Yes,Scholarship,2024,Placed,UAE,Siemens,132418,4,J1,OPT,Duolingo,5.9
S00523,Canada,UAE,Sharjah,American University of Sharjah,Computer Science,Arts,2022,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.65,F1,Work Permit,IELTS,9
S00524,UAE,Russia,Moscow,Bauman Moscow State Technical University,Biotechnology,Law,2020,Yes,Quality of Life,2021,Placed,Russia,Tesla,124785,2.6,J1,OPT,TOEFL,5.3
S00525,India,UK,Manchester,University of Manchester,Data Science,Medicine,2020,Yes,Political Stability,2021,Placed,UK,Goldman Sachs,36379,3.36,Tier 4,Blue Card,PTE,6.5
S00526,UK,Russia,Saint Petersburg,Saint Petersburg State University,Political Science,Natural Sciences,2021,Yes,Political Stability,2024,Placed,Russia,Deloitte,82469,3.25,Student Visa,Blue Card,TOEFL,5
S00527,Canada,Russia,Moscow,Lomonosov Moscow State University,Economics,Arts,2020,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.69,F1,PSW,PTE,6.5
S00528,Ireland,South Africa,Grahamstown,Rhodes University,Business Administration,Computer Science,2023,Yes,Scholarship,2026,Placed,South Africa,Facebook,70928,3,Student Visa,Post-Study Visa,IELTS,8.3
S00529,Finland,Russia,Saint Petersburg,Saint Petersburg State University,Political Science,Business,2019,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.6,Study Permit,Blue Card,PTE,6.1
S00530,Finland,South Africa,Johannesburg,University of Johannesburg,Political Science,Business,2020,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.75,Schengen Student Visa,Blue Card,IELTS,6.9
S00531,UK,Finland,Tampere,Tampere University,Political Science,Computer Science,2019,No,Scholarship,2021,Not Placed,N/A,N/A,0,3.76,Study Permit,OPT,IELTS,7.2
S00532,UAE,Finland,Turku,Ã…bo Akademi University,Political Science,Business,2023,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,2.58,F1,Post-Study Visa,None,0
S00533,UK,India,Chennai,IIT Madras,Political Science,Natural Sciences,2023,No,Higher Ranking,2026,Placed,India,Intel,45474,3.42,F1,Work Permit,Duolingo,8.2
S00534,Ireland,Germany,Munich,LMU Munich,Design,Medicine,2020,Yes,Higher Ranking,2023,Placed,Germany,SAP,89457,3.78,F1,PSW,IELTS,8.5
S00535,UK,Finland,Joensuu,University of Eastern Finland,Medicine,Engineering,2020,No,Scholarship,2022,Placed,Finland,Apple,99756,2.62,Study Permit,Blue Card,IELTS,7
S00536,Russia,Canada,Ottawa,University of Ottawa,Law,Arts,2021,Yes,Scholarship,2024,Placed,Canada,Goldman Sachs,75713,3.6,Student Visa,Work Permit,IELTS,7.7
S00537,Russia,UK,Edinburgh,University of Edinburgh,Biotechnology,Business,2021,No,Quality of Life,2022,Placed,UK,Amazon,102826,3.75,Schengen Student Visa,Blue Card,PTE,5.6
S00538,Ireland,India,Bangalore,IISc Bangalore,Political Science,Engineering,2020,No,Political Stability,2022,Not Placed,N/A,N/A,0,3.19,F1,OPT,PTE,8.5
S00539,UAE,Finland,Espoo,Aalto University,Electrical Engineering,Social Sciences,2023,Yes,Higher Ranking,2024,Placed,Finland,Facebook,54329,2.99,Study Permit,PSW,TOEFL,6.2
S00540,South Africa,Ireland,Dublin,Trinity College Dublin,Mechanical Engineering,Business,2022,Yes,Quality of Life,2024,Placed,Ireland,Goldman Sachs,107462,3.81,Student Visa,PSW,PTE,5.6
S00541,Germany,South Africa,Grahamstown,Rhodes University,Civil Engineering,Engineering,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,2.55,J1,Post-Study Visa,PTE,6.9
S00542,India,Finland,Lappeenranta,LUT University,Architecture,Business,2021,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.49,Student Visa,PSW,IELTS,5.8
S00543,South Africa,Canada,Vancouver,University of British Columbia,Finance,Law,2020,Yes,Political Stability,2021,Not Placed,N/A,N/A,0,3.82,Student Visa,Post-Study Visa,Duolingo,5.1
S00544,Russia,Ireland,Cork,University College Cork,Computer Science,Computer Science,2019,No,Scholarship,2022,Placed,Ireland,Facebook,147562,2.91,F1,Blue Card,Duolingo,6.1
S00545,UK,Canada,Montreal,McGill University,Business Administration,Natural Sciences,2021,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.81,Schengen Student Visa,OPT,TOEFL,7.5
S00546,Germany,USA,Boston,MIT,Psychology,Social Sciences,2021,No,Higher Ranking,2023,Placed,USA,Siemens,121880,3.74,J1,Work Permit,PTE,7.5
S00547,UK,India,Chennai,IIT Madras,Data Science,Medicine,2021,No,Higher Ranking,2024,Placed,India,Intel,144473,3.8,Student Visa,Post-Study Visa,Duolingo,5.8
S00548,India,UAE,Dubai,Manipal Academy Dubai,Data Science,Business,2020,Yes,Job Opportunities,2022,Placed,UAE,Deloitte,149053,3.44,Student Visa,Work Permit,IELTS,7.2
S00549,Finland,Germany,Stuttgart,University of Stuttgart,Medicine,Social Sciences,2023,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.62,Schengen Student Visa,OPT,PTE,8.4
S00550,UK,Russia,Moscow,Moscow Institute of Physics and Technology,Electrical Engineering,Business,2022,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.17,Study Permit,PSW,None,0
S00551,Ireland,India,Chennai,IIT Madras,Business Administration,Natural Sciences,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,3.67,F1,Post-Study Visa,IELTS,8.6
S00552,UK,Canada,Vancouver,Simon Fraser University,Biotechnology,Law,2019,Yes,Scholarship,2022,Placed,Canada,Amazon,80186,3.2,Study Permit,Work Permit,IELTS,5.2
S00553,Finland,UK,Manchester,University of Manchester,Architecture,Social Sciences,2019,No,Political Stability,2021,Placed,UK,IBM,91723,2.83,Student Visa,Blue Card,IELTS,5.6
S00554,UK,Canada,Ottawa,University of Ottawa,Civil Engineering,Business,2020,No,Quality of Life,2023,Placed,Canada,Goldman Sachs,134142,2.93,J1,Blue Card,IELTS,7.6
S00555,Canada,India,Mumbai,IIT Bombay,Civil Engineering,Engineering,2021,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.3,J1,OPT,TOEFL,8.4
S00556,USA,South Africa,Johannesburg,University of the Witwatersrand,Political Science,Business,2021,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.71,Study Permit,PSW,PTE,5.8
